,Year_Birth,Education,Age,Age_Group,Income,IncomeClass,FamilySize,Dt_Customer,Recency,Day_Joined,Month_Joined,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,T_AmountSpent,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,T_NPurchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,T_AcceptedCmpgn
1697,1983,Postgraduate,31,Young Adults,86580.0,Middle,2,2013-02-27,72,Wednesday,February,532.0,21.0,127.0,26.0,20.0,20.0,746.0,0,4,2,5,1,11,0,0,1,0,0,1
1698,1957,Postgraduate,57,Middle-aged,41437.0,Lower Middle,3,2012-09-22,5,Saturday,September,29.0,0.0,2.0,0.0,0.0,1.0,32.0,1,1,0,3,7,5,0,0,0,0,0,0
1699,1951,Postgraduate,63,Old,73705.0,Middle,3,2014-03-05,86,Wednesday,March,612.0,91.0,520.0,258.0,107.0,107.0,1695.0,2,9,6,8,5,25,0,0,0,0,0,0
1700,1976,Undergraduate,38,Young Adults,61064.0,Middle,3,2012-08-31,80,Friday,August,387.0,126.0,342.0,0.0,45.0,180.0,1080.0,5,8,4,11,6,28,0,0,0,0,0,0
1702,1989,Undergraduate,25,Young Adults,18358.0,Poor,2,2013-11-20,49,Wednesday,November,6.0,8.0,19.0,16.0,4.0,4.0,57.0,3,3,0,4,7,10,0,0,0,0,0,0
1703,1973,Postgraduate,41,Middle-aged,55012.0,Middle,3,2014-03-21,85,Friday,March,582.0,0.0,65.0,0.0,0.0,13.0,660.0,6,8,2,9,5,25,0,0,0,0,0,0
1704,1973,Basic,41,Middle-aged,9722.0,Poor,3,2012-10-02,7,Tuesday,October,6.0,17.0,16.0,6.0,16.0,42.0,103.0,4,3,1,3,8,11,0,0,0,0,0,0
1705,1984,Postgraduate,30,Young Adults,38175.0,Lower Middle,3,2013-09-23,6,Monday,September,70.0,6.0,69.0,2.0,3.0,3.0,153.0,3,3,1,4,7,11,0,0,0,0,0,0
1706,1956,Postgraduate,58,Middle-aged,58656.0,Middle,3,2012-09-20,25,Thursday,September,962.0,12.0,194.0,16.0,24.0,12.0,1220.0,4,7,8,13,6,32,0,0,1,0,0,1
1707,1965,Undergraduate,49,Middle-aged,52117.0,Middle,3,2012-08-16,55,Thursday,August,112.0,10.0,107.0,30.0,0.0,20.0,279.0,2,5,2,4,7,13,0,0,0,0,0,0
1708,1978,Undergraduate,36,Young Adults,64813.0,Middle,3,2014-01-02,81,Thursday,January,293.0,0.0,124.0,179.0,97.0,52.0,745.0,1,7,2,10,5,20,0,0,0,0,0,0
1709,1973,Postgraduate,41,Middle-aged,54222.0,Middle,3,2014-03-01,98,Saturday,March,199.0,12.0,31.0,3.0,12.0,7.0,264.0,1,3,3,5,3,12,0,0,0,0,0,0
1710,1986,Undergraduate,28,Young Adults,83512.0,Middle,2,2014-06-17,31,Tuesday,June,1060.0,61.0,835.0,80.0,20.0,101.0,2157.0,1,4,7,10,1,22,1,0,1,1,1,4
1711,1959,Postgraduate,55,Middle-aged,77520.0,Middle,3,2013-08-28,30,Wednesday,August,940.0,44.0,396.0,0.0,88.0,58.0,1526.0,1,8,7,7,4,23,1,0,1,1,0,3
1712,1978,Undergraduate,36,Young Adults,41154.0,Lower Middle,3,2013-04-09,98,Tuesday,April,44.0,2.0,11.0,2.0,3.0,7.0,69.0,1,1,0,4,5,6,0,0,0,0,0,0
1713,1966,Undergraduate,48,Middle-aged,80398.0,Middle,2,2012-11-10,92,Saturday,November,342.0,51.0,936.0,207.0,35.0,26.0,1597.0,1,5,8,12,3,26,0,0,1,0,0,1
1714,1992,Basic,22,Young Adults,18746.0,Poor,2,2014-05-29,41,Thursday,May,2.0,10.0,11.0,12.0,9.0,20.0,64.0,2,3,0,3,6,8,0,0,0,0,0,0
1715,1984,Undergraduate,30,Young Adults,35196.0,Lower Middle,3,2012-11-13,68,Tuesday,November,75.0,12.0,141.0,43.0,39.0,187.0,497.0,6,6,1,5,8,18,0,0,0,0,0,0
1716,1956,Undergraduate,58,Middle-aged,60230.0,Middle,2,2013-05-20,78,Monday,May,520.0,20.0,367.0,39.0,81.0,40.0,1067.0,2,6,3,6,5,17,0,0,0,0,0,0
1717,1977,Undergraduate,37,Young Adults,22108.0,Poor,4,2014-05-08,46,Thursday,May,5.0,3.0,9.0,6.0,2.0,6.0,31.0,2,2,0,3,7,7,0,0,0,0,0,0
1718,1974,Undergraduate,40,Middle-aged,44392.0,Lower Middle,4,2013-09-05,71,Thursday,September,87.0,5.0,71.0,7.0,12.0,29.0,211.0,5,4,1,4,7,14,0,0,0,0,0,0
1719,1976,Postgraduate,38,Young Adults,55424.0,Middle,3,2012-11-25,6,Sunday,November,462.0,61.0,184.0,10.0,53.0,107.0,877.0,4,7,5,9,6,25,1,0,0,0,0,1
1720,1979,Undergraduate,35,Young Adults,17688.0,Poor,3,2013-01-13,82,Sunday,January,2.0,2.0,1.0,3.0,1.0,2.0,11.0,1,1,0,2,8,4,0,0,0,0,0,0
1721,1983,Postgraduate,31,Young Adults,92491.0,Middle,2,2013-05-01,71,Wednesday,May,979.0,44.0,935.0,29.0,25.0,22.0,2034.0,1,7,5,12,3,25,0,1,1,1,0,3
1722,1991,Undergraduate,23,Young Adults,90273.0,Middle,1,2013-12-14,32,Saturday,December,704.0,129.0,853.0,120.0,74.0,111.0,1991.0,1,5,6,7,2,19,0,1,1,1,0,3
1723,1962,Postgraduate,52,Middle-aged,82571.0,Middle,1,2014-04-02,28,Wednesday,April,861.0,31.0,558.0,62.0,95.0,79.0,1686.0,0,6,5,13,2,24,0,0,1,0,0,1
1724,1982,Postgraduate,32,Young Adults,38513.0,Lower Middle,2,2014-01-28,20,Tuesday,January,172.0,3.0,115.0,16.0,0.0,18.0,324.0,5,6,1,5,8,17,0,0,0,0,0,0
1725,1979,Postgraduate,35,Young Adults,16653.0,Poor,2,2014-04-18,10,Friday,April,5.0,7.0,31.0,15.0,4.0,7.0,69.0,3,2,1,3,6,9,0,0,0,0,0,0
1726,1955,Undergraduate,59,Middle-aged,42586.0,Lower Middle,4,2012-10-29,7,Monday,October,194.0,2.0,56.0,0.0,0.0,0.0,252.0,5,4,1,6,8,16,0,0,0,0,0,0
1727,1965,Basic,49,Middle-aged,23529.0,Poor,2,2013-01-07,67,Monday,January,9.0,7.0,13.0,3.0,2.0,20.0,54.0,1,1,1,2,6,5,0,0,0,0,0,0
1729,1951,Undergraduate,63,Old,71107.0,Middle,3,2013-02-17,61,Sunday,February,533.0,10.0,217.0,198.0,174.0,195.0,1327.0,2,7,6,13,4,28,0,0,0,0,0,0
1730,1964,Postgraduate,50,Middle-aged,46910.0,Lower Middle,4,2014-03-23,36,Sunday,March,48.0,0.0,14.0,0.0,0.0,6.0,68.0,2,2,0,3,6,7,0,0,0,0,0,0
1732,1955,Undergraduate,59,Middle-aged,37244.0,Lower Middle,3,2013-04-27,90,Saturday,April,18.0,2.0,10.0,0.0,0.0,25.0,55.0,1,1,1,2,7,5,1,0,0,0,0,1
1733,1966,Undergraduate,48,Middle-aged,82427.0,Middle,2,2014-03-12,35,Wednesday,March,482.0,147.0,509.0,104.0,107.0,107.0,1456.0,1,3,5,12,1,21,0,0,1,0,0,1
1734,1958,Postgraduate,56,Middle-aged,75342.0,Middle,2,2013-05-06,38,Monday,May,204.0,97.0,97.0,21.0,118.0,26.0,563.0,1,5,2,10,4,18,0,0,0,0,0,0
1735,1954,Undergraduate,60,Old,70044.0,Middle,2,2013-02-18,46,Monday,February,1073.0,0.0,250.0,153.0,14.0,14.0,1504.0,4,7,10,5,5,26,0,0,0,0,0,0
1737,1963,Undergraduate,51,Middle-aged,77437.0,Middle,2,2013-11-26,70,Tuesday,November,560.0,21.0,442.0,29.0,44.0,29.0,1125.0,1,4,5,13,1,23,0,0,1,0,0,1
1738,1959,Undergraduate,55,Middle-aged,54984.0,Middle,3,2014-05-24,51,Saturday,May,173.0,13.0,131.0,32.0,3.0,6.0,358.0,4,6,1,6,7,17,0,0,0,1,0,1
1739,1971,Postgraduate,43,Middle-aged,42403.0,Lower Middle,3,2013-12-11,18,Wednesday,December,22.0,1.0,11.0,0.0,5.0,3.0,42.0,1,1,0,3,8,5,0,0,0,0,0,0
1740,1964,Undergraduate,50,Middle-aged,55761.0,Middle,3,2014-04-24,97,Thursday,April,136.0,1.0,12.0,0.0,3.0,32.0,184.0,2,4,1,3,6,10,0,1,0,0,0,1
1741,1983,Undergraduate,31,Young Adults,37292.0,Lower Middle,3,2013-04-18,32,Thursday,April,275.0,0.0,86.0,10.0,23.0,66.0,460.0,5,6,3,5,8,19,0,0,0,0,0,0
1742,1945,Postgraduate,69,Old,45576.0,Lower Middle,1,2014-05-28,9,Wednesday,May,56.0,19.0,29.0,2.0,14.0,25.0,145.0,1,3,1,3,8,8,0,0,0,0,0,0
1743,1947,Undergraduate,67,Old,70321.0,Middle,2,2013-01-16,6,Wednesday,January,303.0,23.0,751.0,82.0,26.0,191.0,1376.0,1,6,5,13,4,25,0,0,0,0,0,0
1744,1969,Postgraduate,45,Middle-aged,58086.0,Middle,2,2013-01-20,80,Sunday,January,708.0,7.0,62.0,0.0,0.0,15.0,792.0,2,11,3,7,8,23,0,0,0,0,0,0
1745,1952,Undergraduate,62,Old,81795.0,Middle,2,2012-10-26,74,Friday,October,324.0,132.0,693.0,27.0,118.0,88.0,1382.0,1,4,11,7,2,23,0,0,0,0,0,0
1746,1947,Basic,67,Old,28389.0,Poor,2,2012-11-20,49,Tuesday,November,1.0,5.0,3.0,7.0,4.0,8.0,28.0,1,1,0,2,7,4,0,0,0,0,0,0
1748,1969,Undergraduate,45,Middle-aged,69901.0,Middle,2,2013-05-29,95,Wednesday,May,312.0,21.0,206.0,102.0,92.0,149.0,882.0,3,7,3,10,5,23,0,0,0,0,0,0
1749,1949,Postgraduate,65,Old,80360.0,Middle,2,2013-03-03,56,Sunday,March,1493.0,86.0,454.0,112.0,43.0,43.0,2231.0,2,4,4,5,2,15,0,1,1,1,0,3
1750,1961,Postgraduate,53,Middle-aged,63342.0,Middle,3,2012-10-16,48,Tuesday,October,918.0,21.0,118.0,13.0,10.0,21.0,1101.0,3,8,3,5,6,19,0,1,0,0,0,1
1752,1980,Postgraduate,34,Young Adults,31859.0,Lower Middle,2,2014-02-27,3,Thursday,February,3.0,4.0,7.0,15.0,8.0,11.0,48.0,1,1,0,3,7,5,0,0,0,0,0,0
1753,1949,Postgraduate,65,Old,51569.0,Middle,2,2013-02-12,39,Tuesday,February,380.0,0.0,47.0,6.0,0.0,34.0,467.0,4,7,1,7,8,19,0,1,0,0,0,1
1755,1979,Basic,35,Young Adults,16014.0,Poor,3,2013-03-17,42,Sunday,March,3.0,9.0,4.0,7.0,8.0,7.0,38.0,4,1,1,4,3,10,0,0,0,0,0,0
1756,1968,Undergraduate,46,Middle-aged,41120.0,Lower Middle,4,2013-11-06,80,Wednesday,November,24.0,2.0,23.0,0.0,8.0,24.0,81.0,3,2,1,3,6,9,0,0,0,0,0,0
1757,1971,Postgraduate,43,Middle-aged,39763.0,Lower Middle,2,2013-08-04,9,Sunday,August,80.0,1.0,60.0,4.0,6.0,16.0,167.0,2,5,1,2,9,10,0,0,0,0,0,0
1758,1955,Postgraduate,59,Middle-aged,38725.0,Lower Middle,4,2014-05-10,52,Saturday,May,31.0,0.0,6.0,2.0,1.0,5.0,45.0,2,1,0,4,4,7,0,0,0,0,0,0
1759,1972,Undergraduate,42,Middle-aged,77981.0,Middle,3,2013-05-26,78,Sunday,May,138.0,120.0,204.0,16.0,126.0,60.0,664.0,3,7,4,7,5,21,0,0,0,0,0,0
1760,1964,Postgraduate,50,Middle-aged,62905.0,Middle,3,2013-09-10,68,Tuesday,September,166.0,75.0,96.0,119.0,107.0,59.0,622.0,3,7,2,8,4,20,0,0,0,0,0,0
1761,1979,Postgraduate,35,Young Adults,13533.0,Poor,2,2013-03-10,45,Sunday,March,12.0,3.0,8.0,8.0,0.0,17.0,48.0,2,2,0,3,7,7,0,0,0,0,0,0
1762,1975,Undergraduate,39,Young Adults,59481.0,Middle,3,2013-10-23,47,Wednesday,October,178.0,3.0,85.0,71.0,66.0,58.0,461.0,2,3,3,8,2,16,0,0,0,0,0,0
1763,1977,Undergraduate,37,Young Adults,72117.0,Middle,3,2013-08-20,34,Tuesday,August,707.0,20.0,171.0,65.0,60.0,50.0,1073.0,1,9,7,9,5,26,0,0,0,0,0,0
1764,1986,Postgraduate,28,Young Adults,21955.0,Poor,3,2013-09-07,81,Saturday,September,5.0,1.0,7.0,17.0,14.0,11.0,55.0,2,2,1,3,6,8,0,0,0,0,0,0
1765,1956,Undergraduate,58,Middle-aged,67131.0,Middle,3,2013-03-26,72,Tuesday,March,465.0,71.0,250.0,93.0,35.0,62.0,976.0,3,9,2,12,6,26,0,0,0,0,0,0
1766,1980,Postgraduate,34,Young Adults,36802.0,Lower Middle,2,2014-06-16,23,Monday,June,16.0,1.0,2.0,0.0,0.0,1.0,20.0,1,1,0,3,5,5,0,0,0,0,0,0
1769,1975,Postgraduate,39,Young Adults,47808.0,Lower Middle,3,2013-10-20,30,Sunday,October,123.0,1.0,26.0,2.0,0.0,72.0,224.0,2,3,2,3,7,10,1,0,0,0,0,1
1770,1974,Postgraduate,40,Middle-aged,25509.0,Poor,2,2012-09-18,15,Tuesday,September,40.0,3.0,30.0,10.0,7.0,11.0,101.0,3,3,0,3,9,9,0,0,0,0,0,0
1773,1952,Postgraduate,62,Old,85431.0,Middle,2,2013-06-08,54,Saturday,June,376.0,53.0,462.0,168.0,53.0,53.0,1165.0,1,2,7,7,0,17,0,0,0,0,0,0
1774,1967,Undergraduate,47,Middle-aged,42664.0,Lower Middle,3,2014-03-18,44,Tuesday,March,21.0,0.0,3.0,0.0,0.0,0.0,24.0,1,1,0,3,6,5,0,0,0,0,0,0
1777,1977,Postgraduate,37,Young Adults,28973.0,Poor,2,2012-10-13,59,Saturday,October,206.0,0.0,46.0,3.0,2.0,12.0,269.0,2,5,1,5,8,13,0,0,0,0,0,0
1778,1973,Postgraduate,41,Middle-aged,39435.0,Lower Middle,3,2013-08-06,16,Tuesday,August,71.0,0.0,18.0,0.0,0.0,13.0,102.0,1,3,1,2,7,7,0,0,0,0,0,0
1779,1984,Postgraduate,30,Young Adults,65370.0,Middle,2,2013-08-01,1,Thursday,August,71.0,22.0,112.0,138.0,89.0,29.0,461.0,1,2,3,13,1,19,0,0,0,0,0,0
1780,1979,Basic,35,Young Adults,20194.0,Poor,2,2012-12-17,64,Monday,December,0.0,4.0,7.0,11.0,10.0,15.0,47.0,2,2,0,3,6,7,0,0,0,0,0,0
1781,1976,Postgraduate,38,Young Adults,42473.0,Lower Middle,3,2014-02-17,72,Monday,February,93.0,1.0,21.0,0.0,4.0,25.0,144.0,3,2,1,4,5,10,0,0,0,0,0,0
1782,1968,Undergraduate,46,Middle-aged,64590.0,Middle,2,2012-10-14,98,Sunday,October,920.0,138.0,168.0,36.0,46.0,30.0,1338.0,1,9,4,10,6,24,0,0,0,0,0,0
1783,1959,Undergraduate,55,Middle-aged,71232.0,Middle,3,2013-11-28,91,Thursday,November,653.0,17.0,170.0,34.0,26.0,17.0,917.0,2,11,2,10,7,25,0,0,0,0,0,0
1784,1971,Undergraduate,43,Middle-aged,34600.0,Lower Middle,4,2013-01-01,8,Tuesday,January,199.0,33.0,60.0,8.0,3.0,15.0,318.0,5,5,2,5,8,17,0,0,0,0,0,0
1785,1967,Undergraduate,47,Middle-aged,46904.0,Lower Middle,3,2012-11-03,20,Saturday,November,153.0,4.0,56.0,0.0,9.0,31.0,253.0,4,5,1,4,8,14,0,0,0,0,0,0
1786,1973,Undergraduate,41,Middle-aged,49094.0,Lower Middle,3,2012-09-21,6,Friday,September,376.0,0.0,38.0,11.0,8.0,69.0,502.0,5,6,3,6,6,20,0,0,0,0,0,0
1787,1983,Undergraduate,31,Young Adults,36075.0,Lower Middle,3,2013-12-09,54,Monday,December,46.0,0.0,30.0,12.0,1.0,30.0,119.0,1,2,0,4,6,7,0,0,0,0,0,0
1788,1979,Postgraduate,35,Young Adults,60839.0,Middle,4,2012-08-28,72,Tuesday,August,600.0,21.0,128.0,223.0,150.0,128.0,1250.0,13,2,2,12,8,29,0,0,0,0,0,0
1792,1962,Postgraduate,52,Middle-aged,82122.0,Middle,2,2013-08-15,89,Thursday,August,734.0,22.0,350.0,151.0,25.0,100.0,1382.0,1,3,9,13,1,26,0,0,1,0,0,1
1794,1952,Undergraduate,62,Old,34074.0,Lower Middle,4,2013-07-13,69,Saturday,July,135.0,1.0,41.0,10.0,1.0,67.0,255.0,5,3,3,3,6,14,1,0,0,0,0,1
1795,1960,Postgraduate,54,Middle-aged,28520.0,Poor,4,2013-06-14,55,Friday,June,11.0,0.0,10.0,0.0,2.0,20.0,43.0,1,1,1,2,6,5,0,0,0,0,0,0
1796,1955,Undergraduate,59,Middle-aged,62535.0,Middle,2,2013-10-03,13,Thursday,October,163.0,48.0,90.0,0.0,45.0,52.0,398.0,1,3,2,8,3,14,0,0,0,0,0,0
1797,1977,Postgraduate,37,Young Adults,36273.0,Lower Middle,2,2014-04-16,80,Wednesday,April,29.0,3.0,30.0,3.0,2.0,9.0,76.0,2,3,0,3,6,8,0,0,0,0,0,0
1798,1964,Undergraduate,50,Middle-aged,63404.0,Middle,4,2014-06-06,97,Friday,June,734.0,26.0,70.0,11.0,44.0,17.0,902.0,2,6,3,4,4,15,0,0,0,1,0,1
1800,1976,Undergraduate,38,Young Adults,78416.0,Middle,3,2014-06-27,99,Friday,June,453.0,38.0,279.0,188.0,38.0,183.0,1179.0,2,7,7,10,3,26,0,0,0,0,0,0
1801,1974,Undergraduate,40,Middle-aged,75702.0,Middle,3,2012-10-14,87,Sunday,October,1073.0,0.0,629.0,145.0,37.0,37.0,1921.0,1,10,5,13,6,29,0,0,1,0,0,1
1802,1951,Postgraduate,63,Old,59385.0,Middle,4,2013-04-28,85,Sunday,April,135.0,0.0,10.0,0.0,4.0,36.0,185.0,2,3,1,4,5,10,0,0,0,0,0,0
1804,1951,Undergraduate,63,Old,44689.0,Lower Middle,4,2014-01-10,82,Friday,January,18.0,0.0,5.0,0.0,0.0,11.0,34.0,2,1,1,2,7,6,1,0,0,0,0,1
1806,1966,Postgraduate,48,Middle-aged,7144.0,Poor,3,2013-12-07,92,Saturday,December,81.0,4.0,33.0,5.0,2.0,291.0,416.0,0,23,1,1,0,25,0,0,0,0,0,0
1808,1956,Undergraduate,58,Middle-aged,90369.0,Middle,2,2014-04-28,2,Monday,April,292.0,51.0,981.0,224.0,23.0,17.0,1588.0,1,4,6,6,1,17,0,0,0,0,0,0
1809,1974,Postgraduate,40,Middle-aged,63159.0,Middle,1,2012-11-05,74,Monday,November,965.0,34.0,586.0,89.0,86.0,37.0,1797.0,1,3,5,8,3,17,1,0,0,0,0,1
1811,1963,Postgraduate,51,Middle-aged,46757.0,Lower Middle,2,2012-11-16,71,Friday,November,777.0,30.0,163.0,0.0,51.0,122.0,1143.0,6,4,4,7,9,21,0,0,0,0,0,0
1812,1969,Postgraduate,45,Middle-aged,79734.0,Middle,2,2014-06-28,72,Saturday,June,572.0,8.0,232.0,23.0,62.0,17.0,914.0,1,4,3,6,1,14,0,0,0,1,0,1
1813,1992,Undergraduate,22,Young Adults,63207.0,Middle,2,2013-01-20,68,Sunday,January,438.0,169.0,565.0,91.0,169.0,70.0,1502.0,1,2,3,6,7,12,0,0,0,1,0,1
1814,1954,Undergraduate,60,Old,72071.0,Middle,2,2013-02-14,4,Thursday,February,531.0,69.0,300.0,150.0,138.0,150.0,1338.0,3,5,4,8,2,20,0,0,0,0,0,0
1815,1983,Postgraduate,31,Young Adults,21840.0,Poor,3,2013-07-21,80,Sunday,July,17.0,0.0,9.0,0.0,0.0,1.0,27.0,1,1,0,3,9,5,0,0,0,0,0,0
1816,1982,Postgraduate,32,Young Adults,58582.0,Middle,3,2013-09-28,15,Saturday,September,402.0,35.0,106.0,101.0,77.0,42.0,763.0,2,9,2,9,5,22,0,1,0,0,0,1
1817,1951,Undergraduate,63,Old,72282.0,Middle,1,2013-07-19,70,Friday,July,503.0,27.0,419.0,90.0,139.0,153.0,1331.0,1,5,7,9,7,22,0,0,0,0,0,0
1818,1956,Undergraduate,58,Middle-aged,50387.0,Middle,4,2013-08-31,91,Saturday,August,369.0,9.0,87.0,12.0,14.0,34.0,525.0,3,6,2,8,5,19,0,0,0,0,0,0
1819,1961,Postgraduate,53,Middle-aged,32583.0,Lower Middle,4,2014-06-15,10,Sunday,June,5.0,0.0,3.0,0.0,0.0,1.0,9.0,1,1,0,2,7,4,0,0,0,0,0,0
1820,1962,Undergraduate,52,Middle-aged,62568.0,Middle,3,2014-04-07,99,Monday,April,362.0,17.0,398.0,80.0,35.0,61.0,953.0,3,5,3,5,4,16,0,0,0,1,0,1
1821,1971,Postgraduate,43,Middle-aged,44635.0,Lower Middle,3,2013-10-11,25,Friday,October,56.0,0.0,9.0,0.0,0.0,3.0,68.0,2,2,0,3,7,7,0,0,0,0,0,0
1823,1968,Undergraduate,46,Middle-aged,63967.0,Middle,3,2013-08-09,57,Friday,August,387.0,84.0,141.0,73.0,35.0,162.0,882.0,3,4,4,12,2,23,0,0,0,0,0,0
1824,1978,Postgraduate,36,Young Adults,52513.0,Middle,2,2012-09-04,84,Tuesday,September,367.0,17.0,241.0,104.0,188.0,232.0,1149.0,2,9,5,9,7,25,0,0,0,0,0,0
1825,1969,Undergraduate,45,Middle-aged,25293.0,Poor,3,2013-09-15,51,Sunday,September,15.0,0.0,11.0,0.0,2.0,9.0,37.0,1,1,1,2,8,5,0,0,0,0,0,0
1826,1965,Postgraduate,49,Middle-aged,54111.0,Middle,2,2013-08-25,97,Sunday,August,267.0,6.0,54.0,8.0,3.0,50.0,388.0,2,5,2,6,5,15,0,0,0,0,0,0
1827,1986,Undergraduate,28,Young Adults,78394.0,Middle,2,2013-02-15,13,Friday,February,298.0,27.0,697.0,216.0,24.0,166.0,1428.0,1,4,6,5,2,16,0,0,0,0,0,0
1828,1958,Postgraduate,56,Middle-aged,80739.0,Middle,2,2013-05-23,92,Thursday,May,674.0,92.0,736.0,39.0,0.0,92.0,1633.0,1,3,11,9,1,24,0,0,0,0,0,0
1829,1975,Postgraduate,39,Young Adults,22669.0,Poor,3,2013-05-22,30,Wednesday,May,16.0,14.0,36.0,37.0,22.0,48.0,173.0,3,4,1,2,9,10,0,0,0,0,0,0
1830,1987,Undergraduate,27,Young Adults,29236.0,Poor,2,2013-10-08,30,Tuesday,October,37.0,4.0,24.0,16.0,9.0,9.0,99.0,2,4,0,3,9,9,0,0,0,0,0,0
1831,1959,Undergraduate,55,Middle-aged,44911.0,Lower Middle,3,2013-03-15,11,Friday,March,159.0,0.0,22.0,2.0,1.0,31.0,215.0,3,4,1,4,7,12,0,0,0,0,0,0
1832,1962,Postgraduate,52,Middle-aged,54693.0,Middle,3,2013-02-17,72,Sunday,February,686.0,17.0,142.0,23.0,26.0,35.0,929.0,8,6,4,13,6,31,0,0,0,0,0,0
1833,1974,Undergraduate,40,Middle-aged,48186.0,Lower Middle,3,2014-03-20,39,Thursday,March,97.0,3.0,66.0,12.0,7.0,34.0,219.0,3,4,1,4,7,12,0,0,0,0,0,0
1834,1977,Undergraduate,37,Young Adults,54809.0,Middle,4,2013-09-11,0,Wednesday,September,63.0,6.0,57.0,13.0,13.0,22.0,174.0,4,2,1,5,4,12,0,0,0,0,0,0
1835,1978,Undergraduate,36,Young Adults,41580.0,Lower Middle,4,2012-12-10,15,Monday,December,56.0,5.0,24.0,4.0,0.0,3.0,92.0,3,2,1,3,5,9,0,0,0,0,0,0
1836,1970,Postgraduate,44,Middle-aged,80336.0,Middle,2,2013-09-09,12,Monday,September,209.0,19.0,456.0,160.0,142.0,66.0,1052.0,1,2,9,13,1,25,0,0,0,0,0,0
1837,1957,Undergraduate,57,Middle-aged,47743.0,Lower Middle,3,2013-03-22,56,Friday,March,198.0,2.0,43.0,0.0,12.0,20.0,275.0,3,4,1,6,6,14,0,1,0,0,0,1
1838,1955,Postgraduate,59,Middle-aged,62972.0,Middle,3,2012-08-03,39,Friday,August,313.0,15.0,47.0,20.0,0.0,192.0,587.0,2,7,4,3,6,16,0,0,0,0,0,0
1839,1954,Postgraduate,60,Old,57333.0,Middle,2,2012-09-22,55,Saturday,September,941.0,14.0,397.0,76.0,58.0,176.0,1662.0,11,8,5,9,6,33,0,0,0,0,0,0
1840,1982,Postgraduate,32,Young Adults,32313.0,Lower Middle,3,2013-02-11,60,Monday,February,86.0,4.0,56.0,2.0,4.0,7.0,159.0,3,4,0,4,9,11,0,0,0,0,0,0
1841,1953,Postgraduate,61,Old,84953.0,Middle,1,2013-06-03,73,Monday,June,167.0,48.0,602.0,63.0,72.0,72.0,1024.0,1,3,10,4,2,18,0,1,1,1,0,3
1842,1968,Postgraduate,46,Middle-aged,27071.0,Poor,2,2014-04-23,90,Wednesday,April,8.0,3.0,19.0,0.0,2.0,3.0,35.0,2,2,0,3,6,7,0,0,0,0,0,0
1843,1957,Postgraduate,57,Middle-aged,68148.0,Middle,2,2013-08-31,86,Saturday,August,389.0,66.0,408.0,37.0,57.0,85.0,1042.0,1,4,4,6,2,15,0,0,0,0,0,0
1844,1965,Postgraduate,49,Middle-aged,65735.0,Middle,4,2013-12-07,37,Saturday,December,239.0,7.0,119.0,4.0,15.0,11.0,395.0,5,6,2,6,7,19,0,0,0,0,0,0
1845,1975,Postgraduate,39,Young Adults,86836.0,Middle,2,2012-09-12,7,Wednesday,September,179.0,21.0,273.0,0.0,21.0,63.0,557.0,1,6,10,6,5,23,1,0,1,1,0,3
1846,1963,Postgraduate,51,Middle-aged,4023.0,Poor,4,2014-06-23,29,Monday,June,5.0,0.0,1.0,1.0,1.0,1.0,9.0,15,0,0,0,19,15,0,0,0,0,0,0
1847,1990,Undergraduate,24,Young Adults,30093.0,Lower Middle,2,2013-07-08,19,Monday,July,2.0,6.0,28.0,13.0,4.0,16.0,69.0,1,2,0,3,7,6,0,0,0,0,0,0
1848,1966,Postgraduate,48,Middle-aged,57705.0,Middle,3,2014-01-11,14,Saturday,January,383.0,0.0,53.0,6.0,4.0,40.0,486.0,3,8,1,6,6,18,0,0,0,0,0,0
1849,1988,Undergraduate,26,Young Adults,25008.0,Poor,2,2014-02-02,72,Sunday,February,2.0,8.0,8.0,6.0,1.0,9.0,34.0,2,1,0,3,8,6,0,0,0,0,0,0
1850,1995,Postgraduate,19,Young Adults,83257.0,Middle,1,2012-09-18,56,Tuesday,September,536.0,27.0,590.0,38.0,107.0,67.0,1365.0,1,5,10,12,6,28,1,0,1,0,0,2
1851,1975,Undergraduate,39,Young Adults,22280.0,Poor,3,2013-05-19,85,Sunday,May,2.0,1.0,4.0,3.0,1.0,2.0,13.0,1,1,0,2,8,4,0,0,0,0,0,0
1852,1978,Postgraduate,36,Young Adults,72159.0,Middle,2,2012-10-29,62,Monday,October,322.0,53.0,899.0,34.0,40.0,53.0,1401.0,1,4,6,10,2,21,0,0,0,0,0,0
1853,1961,Undergraduate,53,Middle-aged,64260.0,Middle,2,2013-01-11,1,Friday,January,539.0,169.0,816.0,20.0,0.0,30.0,1574.0,1,4,5,4,3,14,0,0,0,0,0,0
1854,1984,Postgraduate,30,Young Adults,82733.0,Middle,1,2013-09-10,28,Tuesday,September,712.0,50.0,420.0,65.0,38.0,38.0,1323.0,1,8,4,7,4,20,0,0,0,0,0,0
1855,1971,Postgraduate,43,Middle-aged,74290.0,Middle,2,2013-08-12,70,Monday,August,1121.0,0.0,72.0,0.0,12.0,12.0,1217.0,4,10,8,10,6,32,0,1,0,1,0,2
